time_stamp,lat,lon,alt
2026-05-28T02:34:43.600Z,24.9428221,121.3704243,-0.18
2026-05-28T02:34:44.588Z,24.9428229,121.3704245,-0.226
2026-05-28T02:34:45.585Z,24.9428256,121.3704287,0.0
2026-05-28T02:34:46.581Z,24.9428285,121.3704352,0.166
2026-05-28T02:34:47.590Z,24.9428331,121.3704423,-0.135
2026-05-28T02:34:48.596Z,24.9428363,121.3704479,-0.045
2026-05-28T02:34:49.634Z,24.9428398,121.3704521,0.0
2026-05-28T02:34:50.590Z,24.9428431,121.3704556,0.192
2026-05-28T02:34:51.595Z,24.9428465,121.3704603,0.059
2026-05-28T02:34:52.601Z,24.9428494,121.3704589,-0.016
2026-05-28T02:34:53.592Z,24.9428513,121.3704553,0.031
2026-05-28T02:34:54.600Z,24.9428515,121.3704484,-0.276
2026-05-28T02:34:55.590Z,24.9428521,121.3704425,-0.129
2026-05-28T02:34:56.592Z,24.9428525,121.3704347,0.197
2026-05-28T02:34:57.600Z,24.9428509,121.3704272,-0.067
2026-05-28T02:34:58.589Z,24.9428508,121.3704195,-0.186
2026-05-28T02:34:59.595Z,24.9428482,121.3704088,-0.005
2026-05-28T02:35:00.589Z,24.9428452,121.3704037,0.028
2026-05-28T02:35:01.605Z,24.9428401,121.3703889,0.214
2026-05-28T02:35:02.586Z,24.9428353,121.3703705,0.042
2026-05-28T02:35:03.590Z,24.9428301,121.3703524,0.175
2026-05-28T02:35:04.591Z,24.9428251,121.3703339,0.107
2026-05-28T02:35:05.589Z,24.9428212,121.3703144,0.291
2026-05-28T02:35:06.607Z,24.9428176,121.3702943,0.036
2026-05-28T02:35:07.594Z,24.9428147,121.3702769,0.245
2026-05-28T02:35:08.595Z,24.9428145,121.3702677,-0.016
2026-05-28T02:35:09.611Z,24.942816,121.370263,0.036
2026-05-28T02:35:10.598Z,24.9428186,121.3702693,0.149
2026-05-28T02:35:11.600Z,24.9428208,121.3702697,0.042
2026-05-28T02:35:12.591Z,24.9428238,121.3702766,0.101
2026-05-28T02:35:13.599Z,24.9428268,121.3702784,0.161
2026-05-28T02:35:14.591Z,24.9428308,121.3702861,0.067
2026-05-28T02:35:15.594Z,24.9428342,121.3702873,0.186
2026-05-28T02:35:16.584Z,24.9428375,121.3702962,-0.129
2026-05-28T02:35:17.582Z,24.9428409,121.3703027,0.008
2026-05-28T02:35:18.593Z,24.9428434,121.370303,0.149
2026-05-28T02:35:19.613Z,24.9428453,121.3703081,0.011
2026-05-28T02:35:20.591Z,24.9428447,121.370309,0.059
2026-05-28T02:35:21.588Z,24.9428453,121.3703106,0.158
2026-05-28T02:35:22.593Z,24.9428463,121.3703179,0.192
2026-05-28T02:35:23.595Z,24.942845,121.370323,0.127
2026-05-28T02:35:24.586Z,24.9428441,121.3703252,0.37
2026-05-28T02:35:25.582Z,24.9428429,121.3703251,0.251
2026-05-28T02:35:26.591Z,24.9428425,121.3703331,-0.011
2026-05-28T02:35:27.586Z,24.9428427,121.3703377,-0.079
2026-05-28T02:35:28.602Z,24.9428443,121.3703558,0.005
2026-05-28T02:35:29.589Z,24.9428464,121.3703742,0.064
2026-05-28T02:35:30.587Z,24.9428492,121.3703932,0.172
2026-05-28T02:35:31.589Z,24.9428528,121.3704093,0.059
2026-05-28T02:35:32.590Z,24.9428566,121.3704295,0.079
2026-05-28T02:35:33.595Z,24.9428586,121.3704406,-0.045
2026-05-28T02:35:34.588Z,24.9428622,121.370453,0.115
2026-05-28T02:35:35.591Z,24.942866,121.3704698,0.008
2026-05-28T02:35:36.593Z,24.9428703,121.370489,-0.05
2026-05-28T02:35:37.588Z,24.942875,121.3705068,0.178
2026-05-28T02:35:38.586Z,24.9428803,121.3705261,0.282
2026-05-28T02:35:39.588Z,24.9428851,121.370544,0.079
2026-05-28T02:35:40.595Z,24.9428895,121.3705569,-0.079
2026-05-28T02:35:41.591Z,24.942892,121.3705686,0.296
2026-05-28T02:35:42.590Z,24.9428952,121.3705784,0.401
2026-05-28T02:35:43.593Z,24.9428973,121.3705835,0.113
2026-05-28T02:35:44.592Z,24.9428993,121.3705883,-0.045
2026-05-28T02:35:45.586Z,24.9429011,121.3705957,0.127
2026-05-28T02:35:46.591Z,24.9429024,121.3706022,0.084
2026-05-28T02:35:47.592Z,24.9429048,121.3706097,0.262
2026-05-28T02:35:48.586Z,24.9429065,121.3706179,0.033
2026-05-28T02:35:49.599Z,24.9429079,121.3706232,0.155
2026-05-28T02:35:50.601Z,24.9429092,121.3706304,0.163
2026-05-28T02:35:51.578Z,24.9429105,121.3706308,0.059
2026-05-28T02:35:52.584Z,24.9429117,121.3706361,0.084
2026-05-28T02:35:53.591Z,24.9429135,121.370635,0.107
2026-05-28T02:35:54.656Z,24.9429161,121.3706341,0.039
2026-05-28T02:35:55.598Z,24.942919,121.3706384,-0.056
2026-05-28T02:35:56.588Z,24.9429211,121.3706416,0.115
2026-05-28T02:35:57.592Z,24.9429243,121.3706448,0.056
2026-05-28T02:35:58.589Z,24.9429278,121.3706539,0.163
2026-05-28T02:35:59.619Z,24.9429302,121.3706604,-0.129
2026-05-28T02:36:00.587Z,24.9429333,121.3706608,-0.011
2026-05-28T02:36:01.587Z,24.9429369,121.3706685,-0.056
2026-05-28T02:36:02.599Z,24.9429392,121.3706727,0.039
2026-05-28T02:36:03.594Z,24.942941,121.3706732,-0.192
2026-05-28T02:36:04.612Z,24.9429431,121.3706768,-0.028
2026-05-28T02:36:05.584Z,24.9429442,121.3706847,0.214
2026-05-28T02:36:06.599Z,24.9429452,121.3706855,0.07
2026-05-28T02:36:07.613Z,24.9429453,121.3706822,0.062
2026-05-28T02:36:08.583Z,24.9429446,121.3706783,-0.016
2026-05-28T02:36:09.585Z,24.9429435,121.3706709,0.257
2026-05-28T02:36:10.589Z,24.9429417,121.3706598,0.166
2026-05-28T02:36:11.626Z,24.9429407,121.3706504,0.011
2026-05-28T02:36:12.587Z,24.94294,121.370646,0.0
2026-05-28T02:36:13.598Z,24.9429389,121.3706409,0.104
2026-05-28T02:36:14.596Z,24.9429387,121.3706348,0.37
2026-05-28T02:36:15.594Z,24.9429387,121.3706298,-0.09
2026-05-28T02:36:16.593Z,24.9429402,121.3706308,-0.028
2026-05-28T02:36:17.604Z,24.9429421,121.370628,0.211
2026-05-28T02:36:18.614Z,24.9429437,121.3706303,0.364
2026-05-28T02:36:19.597Z,24.9429462,121.370637,0.056
2026-05-28T02:36:20.589Z,24.9429482,121.3706475,0.163
2026-05-28T02:36:21.592Z,24.9429498,121.3706484,0.135
2026-05-28T02:36:22.690Z,24.9429527,121.3706521,0.138
2026-05-28T02:36:23.586Z,24.9429543,121.3706514,0.274
2026-05-28T02:36:24.586Z,24.9429546,121.3706438,0.356
2026-05-28T02:36:25.595Z,24.9429557,121.370641,0.211
2026-05-28T02:36:26.601Z,24.9429549,121.3706354,0.098
2026-05-28T02:36:27.593Z,24.9429542,121.3706268,-0.163
2026-05-28T02:36:28.595Z,24.9429526,121.3706227,-0.039
2026-05-28T02:36:29.591Z,24.9429503,121.3706092,0.313
2026-05-28T02:36:30.590Z,24.9429469,121.3705942,0.002
2026-05-28T02:36:31.605Z,24.9429438,121.3705833,0.18
2026-05-28T02:36:32.583Z,24.9429417,121.3705637,-0.016
2026-05-28T02:36:33.612Z,24.9429384,121.3705526,-0.113
2026-05-28T02:36:34.588Z,24.9429353,121.370548,0.135
2026-05-28T02:36:35.590Z,24.9429339,121.3705478,0.073
2026-05-28T02:36:36.617Z,24.9429332,121.3705488,-0.033
2026-05-28T02:36:37.615Z,24.9429338,121.3705488,-0.118
2026-05-28T02:36:38.599Z,24.942934,121.3705384,-0.118
2026-05-28T02:36:39.600Z,24.9429355,121.3705358,0.228
2026-05-28T02:36:40.586Z,24.9429365,121.3705369,0.113
2026-05-28T02:36:41.583Z,24.9429392,121.3705364,0.067
2026-05-28T02:36:42.603Z,24.9429417,121.3705431,0.076
2026-05-28T02:36:43.587Z,24.9429446,121.3705445,0.163
2026-05-28T02:36:44.589Z,24.9429468,121.370543,0.172
2026-05-28T02:36:45.590Z,24.9429498,121.3705464,0.028
2026-05-28T02:36:46.590Z,24.9429532,121.3705536,0.426
2026-05-28T02:36:47.655Z,24.9429559,121.3705574,-0.197
2026-05-28T02:36:48.585Z,24.9429584,121.3705636,0.098
2026-05-28T02:36:49.590Z,24.94296,121.3705682,0.347
2026-05-28T02:36:50.601Z,24.9429606,121.3705643,0.194
2026-05-28T02:36:51.591Z,24.9429605,121.3705581,-0.096
2026-05-28T02:36:52.600Z,24.9429599,121.3705556,0.214
2026-05-28T02:36:53.586Z,24.9429589,121.3705509,0.299
2026-05-28T02:36:54.588Z,24.9429564,121.3705473,0.279
2026-05-28T02:36:55.590Z,24.9429544,121.3705441,0.163
2026-05-28T02:36:56.592Z,24.9429527,121.3705411,0.172
2026-05-28T02:36:57.586Z,24.942951,121.3705391,0.206
2026-05-28T02:36:58.584Z,24.9429486,121.3705329,0.036
2026-05-28T02:36:59.591Z,24.942946,121.3705264,0.33
2026-05-28T02:37:00.588Z,24.9429438,121.3705228,0.127
2026-05-28T02:37:01.587Z,24.9429415,121.3705185,0.138
2026-05-28T02:37:02.592Z,24.9429412,121.3705148,0.336
2026-05-28T02:37:03.583Z,24.9429405,121.3705098,0.002
2026-05-28T02:37:04.587Z,24.942941,121.3705077,0.07
2026-05-28T02:37:05.584Z,24.9429419,121.3705079,0.231
2026-05-28T02:37:06.600Z,24.942942,121.3705089,0.127
2026-05-28T02:37:07.596Z,24.9429424,121.3705087,0.104
2026-05-28T02:37:08.599Z,24.9429419,121.3705081,0.166
2026-05-28T02:37:09.589Z,24.9429428,121.3705088,-0.361
2026-05-28T02:37:10.594Z,24.9429423,121.3705093,-0.237
2026-05-28T02:37:11.586Z,24.9429426,121.3705105,0.228
2026-05-28T02:37:12.586Z,24.942942,121.3705115,0.11
2026-05-28T02:37:13.591Z,24.9429411,121.3705103,0.197
2026-05-28T02:37:14.588Z,24.9429406,121.3705084,0.053
2026-05-28T02:37:15.589Z,24.9429401,121.3705129,-0.062
2026-05-28T02:37:16.597Z,24.9429408,121.3705135,0.152
2026-05-28T02:37:17.588Z,24.9429403,121.3705156,0.104
2026-05-28T02:37:18.693Z,24.9429397,121.3705181,-0.09
2026-05-28T02:37:19.601Z,24.9429384,121.3705155,0.096
2026-05-28T02:37:20.584Z,24.942938,121.3705142,0.124
2026-05-28T02:37:21.575Z,24.9429377,121.3705127,-0.141
2026-05-28T02:37:22.584Z,24.942937,121.3705114,-0.248
2026-05-28T02:37:23.589Z,24.9429357,121.3705112,0.084
2026-05-28T02:37:24.587Z,24.9429352,121.3705065,0.096
2026-05-28T02:37:25.588Z,24.9429342,121.3705028,0.104
2026-05-28T02:37:26.595Z,24.9429335,121.3704996,0.008
2026-05-28T02:37:27.589Z,24.9429324,121.3704963,0.005
2026-05-28T02:37:28.596Z,24.9429321,121.3704978,-0.09
2026-05-28T02:37:29.607Z,24.9429309,121.3704927,0.234
2026-05-28T02:37:30.585Z,24.942931,121.370493,0.033
2026-05-28T02:37:31.579Z,24.9429301,121.37049,0.042
2026-05-28T02:37:32.586Z,24.942928,121.3704843,0.104
2026-05-28T02:37:33.592Z,24.9429273,121.370483,0.265
2026-05-28T02:37:34.594Z,24.9429267,121.3704834,-0.09
2026-05-28T02:37:35.579Z,24.9429257,121.3704802,0.132
2026-05-28T02:37:36.585Z,24.9429252,121.3704812,0.254
2026-05-28T02:37:37.587Z,24.9429246,121.3704801,-0.141
2026-05-28T02:37:38.627Z,24.9429248,121.3704789,0.282
2026-05-28T02:37:39.618Z,24.9429256,121.3704792,-0.033
2026-05-28T02:37:40.593Z,24.9429255,121.3704784,0.028
2026-05-28T02:37:41.587Z,24.9429249,121.3704772,0.127
2026-05-28T02:37:42.599Z,24.942924,121.3704774,0.11
2026-05-28T02:37:43.581Z,24.9429228,121.3704777,0.146
2026-05-28T02:37:44.589Z,24.9429224,121.3704806,0.211
2026-05-28T02:37:45.584Z,24.9429217,121.3704823,0.381
2026-05-28T02:37:46.578Z,24.9429215,121.3704835,0.062
2026-05-28T02:37:47.574Z,24.9429208,121.3704845,0.186
2026-05-28T02:37:48.583Z,24.9429201,121.3704856,0.022
2026-05-28T02:37:49.587Z,24.9429194,121.3704861,0.169
2026-05-28T02:37:50.592Z,24.942919,121.3704861,0.127
2026-05-28T02:37:51.582Z,24.9429184,121.3704876,0.101
2026-05-28T02:37:52.576Z,24.9429173,121.3704874,0.118
2026-05-28T02:37:53.580Z,24.9429161,121.3704864,0.234
2026-05-28T02:37:54.587Z,24.942915,121.3704847,0.175
2026-05-28T02:37:55.594Z,24.9429142,121.3704839,-0.067
2026-05-28T02:37:56.585Z,24.9429135,121.3704847,0.141
2026-05-28T02:37:57.595Z,24.9429123,121.3704856,0.09
2026-05-28T02:37:58.625Z,24.942911,121.3704864,0.022
2026-05-28T02:37:59.578Z,24.9429103,121.3704877,-0.016
2026-05-28T02:38:00.585Z,24.9429097,121.3704891,0.048
2026-05-28T02:38:01.591Z,24.9429099,121.3704911,-0.016
2026-05-28T02:38:02.580Z,24.9429096,121.3704918,0.064
2026-05-28T02:38:03.582Z,24.942909,121.3704903,0.039
2026-05-28T02:38:04.586Z,24.9429081,121.3704891,0.31
2026-05-28T02:38:05.582Z,24.9429095,121.3704922,0.039
2026-05-28T02:38:06.584Z,24.9429092,121.3704917,0.135
2026-05-28T02:38:07.593Z,24.9429094,121.3704895,-0.067
2026-05-28T02:38:08.570Z,24.9429086,121.370487,0.203
2026-05-28T02:38:09.596Z,24.942908,121.3704847,0.115
2026-05-28T02:38:10.588Z,24.9429079,121.3704823,0.146
2026-05-28T02:38:11.635Z,24.9429078,121.3704803,-0.062
2026-05-28T02:38:12.587Z,24.9429072,121.3704773,0.197
2026-05-28T02:38:13.581Z,24.942906,121.3704756,-0.107
2026-05-28T02:38:14.571Z,24.9429056,121.3704734,-0.113
2026-05-28T02:38:15.579Z,24.9429043,121.3704715,-0.05
2026-05-28T02:38:16.594Z,24.9429035,121.3704699,0.016
2026-05-28T02:38:17.580Z,24.942903,121.3704662,0.0
2026-05-28T02:38:18.579Z,24.9429038,121.3704662,0.259
2026-05-28T02:38:19.584Z,24.9429049,121.3704646,0.016
2026-05-28T02:38:20.591Z,24.9429017,121.3704681,-0.011
2026-05-28T02:38:21.588Z,24.9428971,121.3704703,0.124
2026-05-28T02:38:22.598Z,24.9428976,121.3704719,0.011
2026-05-28T02:38:23.588Z,24.942897,121.3704746,0.33
2026-05-28T02:38:24.586Z,24.9428984,121.370475,0.375
2026-05-28T02:38:25.571Z,24.9428991,121.3704742,0.251
2026-05-28T02:38:26.584Z,24.9428989,121.3704714,0.101
2026-05-28T02:38:27.589Z,24.942898,121.3704704,-0.073
2026-05-28T02:38:28.581Z,24.9428969,121.3704692,0.144
2026-05-28T02:38:29.587Z,24.9428969,121.3704685,0.008
2026-05-28T02:38:30.599Z,24.942896,121.3704665,0.22
2026-05-28T02:38:31.582Z,24.942895,121.3704649,0.045
2026-05-28T02:38:32.580Z,24.9428942,121.3704632,0.336
2026-05-28T02:38:33.588Z,24.9428941,121.3704617,0.048
2026-05-28T02:38:34.590Z,24.9428928,121.3704579,0.324
2026-05-28T02:38:35.582Z,24.9428898,121.3704513,0.093
2026-05-28T02:38:36.583Z,24.9428869,121.3704454,0.166
2026-05-28T02:38:37.587Z,24.9428846,121.3704411,0.308
2026-05-28T02:38:38.573Z,24.9428836,121.3704392,0.073
2026-05-28T02:38:39.593Z,24.9428817,121.3704349,-0.005
2026-05-28T02:38:40.582Z,24.9428818,121.3704347,0.059
2026-05-28T02:38:41.581Z,24.942882,121.3704336,0.002
2026-05-28T02:38:42.578Z,24.9428813,121.3704317,0.039
2026-05-28T02:38:43.580Z,24.9428793,121.3704311,0.223
