time_stamp,lat,lon,alt
2026-05-11T16:52:16.306518,24.9438,121.3687,30.0
2026-05-11T16:52:16.803713,24.9438,121.3687,30.0
2026-05-11T16:52:17.302053,24.9438,121.3687,30.0
2026-05-11T16:52:17.801883,24.9438,121.3687,30.0
2026-05-11T16:52:18.301478,24.9438,121.3687,30.0
2026-05-11T16:52:18.801607,24.9438,121.3687,30.0
2026-05-11T16:52:19.302754,24.9438,121.3687,30.0
2026-05-11T16:52:19.800367,24.9438,121.3687,30.0
2026-05-11T16:52:20.300047,24.9438,121.3687,30.0
2026-05-11T16:52:20.799534,24.9438,121.3687,30.0
2026-05-11T16:52:21.299405,24.9438,121.3687,30.0
2026-05-11T16:52:21.799392,24.9438,121.3687,30.0
2026-05-11T16:52:22.298794,24.9438,121.3687,30.0
2026-05-11T16:52:22.800906,24.9438,121.3687,30.0
2026-05-11T16:52:23.301048,24.9438,121.3687,30.0
2026-05-11T16:52:23.797529,24.9438,121.3687,30.0
2026-05-11T16:52:24.297142,24.9438,121.3687,30.0
2026-05-11T16:52:24.796940,24.9438,121.3687,30.0
2026-05-11T16:52:25.296557,24.9438,121.3687,30.0
2026-05-11T16:52:25.796502,24.9438,121.3687,30.0
2026-05-11T16:52:26.295831,24.9438,121.3687,30.0
2026-05-11T16:52:26.795876,24.9438,121.3687,30.0
2026-05-11T16:52:27.295079,24.9438,121.3687,30.0
2026-05-11T16:52:27.794872,24.9438,121.3687,30.0
2026-05-11T16:52:28.294485,24.9438,121.3687,30.0
2026-05-11T16:52:28.794395,24.9438,121.3687,30.0
2026-05-11T16:52:29.293992,24.9438,121.3687,30.0
2026-05-11T16:52:29.793445,24.9438,121.3687,30.0
2026-05-11T16:52:30.293200,24.9438,121.3687,30.0
2026-05-11T16:52:30.793993,24.9438,121.3687,30.0
2026-05-11T16:52:31.292538,24.9438,121.3687,30.0
2026-05-11T16:52:31.792784,24.9438,121.3687,30.0
2026-05-11T16:52:32.291827,24.9438,121.3687,30.0
2026-05-11T16:52:32.791339,24.9438,121.3687,30.0
2026-05-11T16:52:33.291003,24.9438,121.3687,30.0
2026-05-11T16:52:33.790706,24.9438,121.3687,30.0
2026-05-11T16:52:34.290641,24.9438,121.3687,30.0
2026-05-11T16:52:34.790888,24.9438,121.3687,30.0
2026-05-11T16:52:35.291897,24.9438,121.3687,30.0
2026-05-11T16:52:35.789458,24.9438,121.3687,30.0
2026-05-11T16:52:36.289090,24.9438,121.3687,30.0
2026-05-11T16:52:36.788978,24.9438,121.3687,30.0
2026-05-11T16:52:37.290803,24.9438,121.3687,30.0
2026-05-11T16:52:37.788053,24.9438,121.3687,30.0
2026-05-11T16:52:38.287692,24.9438,121.3687,30.0
2026-05-11T16:52:38.787313,24.9438,121.3687,30.0
2026-05-11T16:52:39.287327,24.9438,121.3687,30.0
2026-05-11T16:52:39.787041,24.9438,121.3687,30.0
2026-05-11T16:52:40.286268,24.9438,121.3687,30.0
2026-05-11T16:52:40.785726,24.9438,121.3687,30.0
